"skill","salary"
"aws","204000"
"git","204000"
"sql","160543"
"snowflake","160543"
"tableau","160543"
"shell","51014"
"elasticsearch","51014"
"kafka","51014"
"kubernetes","51014"
"sql","79200"
"r","79200"
"sas","79200"
"excel","79200"
"tableau","79200"
"power bi","79200"
"sas","79200"
"sql","100000"
"powershell","100000"
"sql server","100000"
"azure","100000"
"excel","100000"
"sql","133285"
"excel","133285"
"word","133285"
"sharepoint","133285"
"powerpoint","133285"
"visio","133285"
"sql","70087"
"tableau","70087"
"outlook","127000"
"sql","120000"
"excel","115000"
"sql","57500"
"python","57500"
"vba","57500"
"tableau","57500"
"sql","70000"
"python","70000"
"nosql","70000"
"r","70000"
"matlab","70000"
"sql","35000"
"python","35000"
"r","35000"
"spark","35000"
"hadoop","35000"
"looker","35000"
"c","64350"
"word","64350"
"spreadsheet","64350"
"express","117500"
"excel","117500"
"tableau","117500"
"python","95700"
"tableau","95700"
"excel","87500"
"power bi","87500"
"sql","79559"
"t-sql","79559"
"sql server","79559"
"oracle","79559"
"tableau","79559"
"power bi","79559"
"sql","68000"
"go","68000"
"excel","68000"
"word","68000"
"sql","61875"
"python","61875"
"sql","100000"
"python","100000"
"excel","100000"
"sql","95000"
"python","95000"
"oracle","95000"
"excel","95000"
"power bi","95000"
"sql","100000"
"excel","100000"
"tableau","100000"
"sql","73500"
"power bi","73500"
"github","73500"
"sql","185000"
"neo4j","185000"
"elasticsearch","185000"
"sql server","185000"
"aws","185000"
"oracle","185000"
"spark","185000"
"kafka","185000"
"sql","139000"
"python","139000"
"r","139000"
"sas","139000"
"javascript","139000"
"excel","139000"
"tableau","139000"
"sas","139000"
"spss","139000"
"sql","98500"
"python","98500"
"java","98500"
"c#","98500"
"mysql","98500"
"azure","98500"
"databricks","98500"
"oracle","98500"
"pyspark","98500"
"excel","98500"
"python","87500"
"azure","87500"
"aws","87500"
"excel","87500"
"power bi","87500"
"excel","80000"
"tableau","80000"
"powerpoint","80000"
"visio","80000"
"sql","110000"
"excel","110000"
"sas","81953"
"sas","81953"
"spss","81953"
"excel","54000"
"flow","54000"
"sql","65000"
"excel","65000"
"tableau","65000"
"alteryx","65000"
"sql","65000"
"python","65000"
"excel","65000"
"tableau","65000"
"power bi","65000"
"sql","103000"
"python","103000"
"sql server","103000"
"sql","130000"
"python","130000"
"sql server","130000"
"azure","130000"
"power bi","130000"
"ssis","130000"
"python","115000"
"r","115000"
"tableau","115000"
"sql","165000"
"nosql","165000"
"scala","165000"
"java","165000"
"c#","165000"
"azure","165000"
"bigquery","165000"
"spark","165000"
"sql","87500"
"sql","102500"
"python","102500"
"mysql","102500"
"sql","90000"
"sql","105515"
"flow","105515"
"sql","98500"
"python","98500"
"looker","98500"
"excel","85000"
"powerpoint","85000"
"terminal","57500"
"sql","64272"
"excel","64272"
"tableau","64272"
"spss","64272"
"cognos","64272"
"javascript","72900"
"html","72900"
"css","72900"
"react","72900"
"excel","72900"
"jira","72900"
"confluence","72900"
"sql","179500"
"python","179500"
"tableau","179500"
"sql","181178"
"python","181178"
"r","181178"
"express","181178"
"excel","90000"
"excel","60609"
"excel","75000"
"tableau","75000"
"word","75000"
"powerpoint","75000"
"spss","75000"
"sql","108416"
"azure","108416"
"bigquery","108416"
"oracle","108416"
"tableau","108416"
"power bi","108416"
"sql","62500"
"excel","62500"
"power bi","62500"
"word","62500"
"sap","90000"
"sql","111202"
"python","111202"
"redshift","111202"
"spreadsheet","125000"
"tableau","57500"
"power bi","57500"
"sql","57500"
"alteryx","57500"
"sas","125000"
"db2","125000"
"tableau","125000"
"sas","125000"
"sql","71750"
"r","71750"
"go","71750"
"sql","90000"
"python","90000"
"excel","84000"
"powerpoint","84000"
"python","112015"
"r","112015"
"sas","112015"
"sas","112015"
"sheets","111175"
"python","89100"
"azure","89100"
"git","89100"
"sql","105650"
"python","105650"
"pandas","105650"
"numpy","105650"
"matplotlib","105650"
"sql","89100"
"c#","89100"
"sql server","89100"
"azure","89100"
"azure","90000"
"aws","90000"
"react","90000"
"azure","100000"
"gdpr","100000"
"alteryx","100000"
"visio","100000"
"flow","100000"
"sql","115000"
"python","115000"
"r","115000"
"snowflake","115000"
"excel","115000"
"tableau","115000"
"power bi","115000"
"sap","115000"
"sql","70000"
"c#","70000"
"excel","70000"
"word","70000"
"powerpoint","70000"
"outlook","70000"
"excel","48107"
"word","48107"
"sql","80000"
"python","80000"
"go","80000"
"c","80000"
"excel","80000"
"tableau","80000"
"looker","80000"
"sql","105000"
"python","105000"
"javascript","105000"
"bigquery","105000"
"tableau","105000"
"sheets","105000"
"sql","117550"
"python","117550"
"sql server","117550"
"tableau","117550"
"power bi","117550"
"excel","79200"
"kubernetes","79200"
"sql","115800"
"python","115800"
"r","115800"
"sas","115800"
"sas","115800"
"sql","115792"
"sas","115792"
"excel","115792"
"sas","115792"
"sql","62500"
"excel","62500"
"sheets","62500"
"github","62500"
"smartsheet","62500"
"python","118965"
"pandas","118965"
"excel","118965"
"alteryx","118965"
"sql","77500"
"r","77500"
"sas","77500"
"sas","77500"
"sql","87500"
"go","87500"
"excel","87500"
"tableau","87500"
"powerpoint","87500"
"sql","110200"
"pyspark","110200"
"excel","110200"
"word","110200"
"sql","79500"
"aws","79500"
"snowflake","79500"
"hadoop","79500"
"excel","79500"
"microstrategy","79500"
"sql","98500"
"excel","98500"
"sql","118640"
"excel","118640"
"power bi","118640"
"sql","67500"
"python","67500"
"tableau","67500"
"sql","66589"
"mongodb","66589"
"mongodb","66589"
"tableau","66589"
"power bi","66589"
"sql","30000"
"r","102500"
"sql server","102500"
"azure","102500"
"databricks","102500"
"aws","102500"
"oracle","102500"
"spark","102500"
"power bi","102500"
"sql","80000"
"sql server","80000"
"excel","80000"
"tableau","80000"
"word","80000"
"powerpoint","80000"
"sql","137500"
"r","137500"
"bigquery","137500"
"redshift","137500"
"numpy","137500"
"airflow","137500"
"tensorflow","137500"
"pytorch","137500"
"jupyter","137500"
"scikit-learn","137500"
"tableau","137500"
"looker","137500"
"sql","107000"
"python","107000"
"r","107000"
"oracle","107000"
"tableau","107000"
"postgresql","105000"
"snowflake","105000"
"airflow","105000"
"excel","105000"
"looker","105000"
"sql","65000"
"excel","65000"
"sheets","65000"
"sql","80000"
"python","80000"
"r","80000"
"javascript","80000"
"aws","80000"
"snowflake","80000"
"excel","80000"
"tableau","80000"
"r","71678"
"excel","71678"
"sql","130000"
"python","130000"
"r","130000"
"tableau","130000"
"power bi","130000"
"sql","67500"
"crystal","67500"
"excel","67500"
"word","67500"
"outlook","67500"
"sql","92528"
"sas","92528"
"sas","92528"
"sql","111175"
"gcp","111175"
"airflow","111175"
"tableau","111175"
"sql","92500"
"python","92500"
"azure","92500"
"aws","92500"
"excel","92500"
"power bi","92500"
"sql","160515"
"python","160515"
"scala","160515"
"r","160515"
"mysql","160515"
"postgresql","160515"
"azure","160515"
"databricks","160515"
"aws","160515"
"redshift","160515"
"oracle","160515"
"snowflake","160515"
"pyspark","160515"
"airflow","160515"
"linux","160515"
"tableau","160515"
"ssis","160515"
"cognos","160515"
"visio","160515"
"sql","53014"
"python","53014"
"javascript","53014"
"vba","53014"
"excel","53014"
"tableau","53014"
"r","94750"
"sas","94750"
"sas","94750"
"python","71600"
"r","71600"
"excel","71600"
"python","111175"
"sql","111175"
"spark","111175"
"tableau","111175"
"sql","92528"
"python","92528"
"r","92528"
"sas","92528"
"tableau","92528"
"sas","92528"
"python","100000"
"sql","64040"
"sas","64040"
"crystal","64040"
"excel","64040"
"sas","64040"
"cognos","64040"
"ms access","64040"
"sql","60500"
"sql","55000"
"tableau","55000"
"sql","92500"
"tableau","92500"
"sql","84000"
"go","84000"
"tableau","84000"
"power bi","84000"
"spark","149653"
"sql","72000"
"python","72000"
"tableau","72000"
"sql","87918"
"go","87918"
"c","87918"
"excel","87918"
"power bi","87918"
"sharepoint","87918"
"excel","65000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"word","90000"
"powerpoint","90000"
"cognos","90000"
"sql","145000"
"nosql","145000"
"mongodb","145000"
"mongodb","145000"
"sql","95000"
"python","95000"
"sas","62500"
"vba","62500"
"oracle","62500"
"express","62500"
"excel","62500"
"power bi","62500"
"sas","62500"
"word","62500"
"sap","62500"
"outlook","62500"
"spss","62500"
"python","105000"
"excel","53014"
"sql","82500"
"python","82500"
"r","82500"
"excel","55000"
"powerpoint","55000"
"sql","110900"
"python","110900"
"r","110900"
"python","94500"
"shell","94500"
"c++","94500"
"linux","94500"
"sql","166420"
"python","166420"
"tableau","166420"
"power bi","166420"
"sql","200000"
"python","200000"
"r","200000"
"excel","200000"
"tableau","200000"
"sql","90000"
"python","90000"
"snowflake","90000"
"sql","74050"
"python","74050"
"r","74050"
"excel","74050"
"go","84850"
"excel","84850"
"sap","84850"
"sql","75000"
"python","75000"
"r","75000"
"tableau","75000"
"sql","169311"
"python","169311"
"r","169311"
"sas","169311"
"express","169311"
"sas","169311"
"sql","97400"
"jira","97400"
"sql","90000"
"alteryx","90000"
"sql","99500"
"t-sql","99500"
"azure","99500"
"oracle","99500"
"excel","99500"
"sql","90000"
"python","90000"
"excel","90000"
"tableau","90000"
"power bi","90000"
"excel","77500"
"sql","115000"
"sql server","115000"
"tableau","115000"
"ssis","115000"
"ssrs","115000"
"sql","95200"
"python","95200"
"r","95200"
"excel","95200"
"sql","120000"
"azure","120000"
"aws","120000"
"bigquery","120000"
"redshift","120000"
"snowflake","120000"
"gcp","120000"
"tableau","120000"
"sql","115000"
"python","115000"
"r","115000"
"hadoop","115000"
"express","115000"
"sql","60000"
"t-sql","60000"
"crystal","60000"
"sql server","60000"
"excel","60000"
"power bi","60000"
"ssrs","60000"
"sql","115800"
"python","115800"
"r","115800"
"sas","115800"
"sas","115800"
"c","98496"
"excel","111175"
"power bi","111175"
"python","89300"
"r","89300"
"sas","89300"
"excel","89300"
"tableau","89300"
"sas","89300"
"cognos","89300"
"python","115000"
"r","115000"
"power bi","115000"
"powerpoint","115000"
"sql","80850"
"tableau","80850"
"sql","81550"
"excel","81550"
"power bi","81550"
"sql","100000"
"excel","100000"
"word","100000"
"ms access","43030"
"sql","135000"
"snowflake","135000"
"tableau","135000"
"sql","90000"
"python","90000"
"r","90000"
"excel","90000"
"dax","90000"
"spss","90000"
"excel","125540"
"excel","115000"
"word","115000"
"powerpoint","115000"
"sql","111175"
"bigquery","111175"
"tableau","111175"
"looker","111175"
"sql","111175"
"bigquery","111175"
"spark","111175"
"python","67043"
"java","67043"
"r","67043"
"sql","50000"
"python","50000"
"scala","50000"
"java","50000"
"aws","50000"
"spark","50000"
"hadoop","50000"
"react","50000"
"angular","50000"
"tableau","50000"
"nosql","112690"
"oracle","112690"
"spark","112690"
"hadoop","112690"
"kafka","112690"
"sql","150000"
"nosql","150000"
"excel","150000"
"powerpoint","150000"
"sql","85000"
"python","85000"
"r","85000"
"excel","85000"
"tableau","85000"
"word","85000"
"powerpoint","85000"
"outlook","85000"
"visio","85000"
"excel","100500"
"tableau","100500"
"power bi","100500"
"tableau","50388"
"sql","90000"
"t-sql","90000"
"crystal","90000"
"excel","90000"
"word","90000"
"sap","90000"
"outlook","90000"
"sql","70000"
"excel","70000"
"tableau","70000"
"sheets","70000"
"sql","54000"
"tableau","54000"
"sap","54000"
"alteryx","54000"
"python","111175"
"excel","111175"
"tableau","111175"
"power bi","111175"
"python","65000"
"r","65000"
"sas","65000"
"excel","65000"
"tableau","65000"
"sas","65000"
"word","65000"
"powerpoint","65000"
"spss","65000"
"sql","129504"
"python","129504"
"r","129504"
"excel","129504"
"tableau","129504"
"excel","85000"
"sql","106563"
"python","106563"
"r","106563"
"pandas","106563"
"numpy","106563"
"scikit-learn","106563"
"tableau","106563"
"power bi","106563"
"alteryx","106563"
"python","75000"
"flow","75000"
"sql","122500"
"tableau","122500"
"looker","122500"
"jira","122500"
"sql","98500"
"mysql","98500"
"postgresql","98500"
"oracle","98500"
"tableau","98500"
"power bi","98500"
"sql","89100"
"python","89100"
"r","89100"
"go","89100"
"excel","89100"
"tableau","89100"
"looker","89100"
"sql","62654"
"r","62654"
"visual basic","62654"
"vba","62654"
"excel","62654"
"excel","30000"
"tableau","30000"
"power bi","30000"
"word","30000"
"powerpoint","30000"
"outlook","30000"
"sql","79500"
"aws","79500"
"snowflake","79500"
"hadoop","79500"
"excel","79500"
"microstrategy","79500"
"word","50000"
"spreadsheet","50000"
"sql","88000"
"python","88000"
"java","88000"
"r","88000"
"c++","88000"
"visual basic","88000"
"tableau","88000"
"power bi","88000"
"excel","138615"
"word","138615"
"powerpoint","138615"
"visio","138615"
"r","80500"
"sas","80500"
"excel","80500"
"sas","80500"
"sql","65000"
"tableau","77500"
"outlook","77500"
"alteryx","77500"
"sql","165000"
"python","165000"
"scala","165000"
"r","165000"
"mongodb","165000"
"postgresql","165000"
"elasticsearch","165000"
"sql server","165000"
"mongodb","165000"
"azure","165000"
"aws","165000"
"redshift","165000"
"oracle","165000"
"hadoop","165000"
"kafka","165000"
"azure","95000"
"excel","95000"
"power bi","95000"
"gdpr","44000"
"excel","44000"
"tableau","44000"
"power bi","44000"
"sql","57500"
"python","57500"
"r","57500"
"excel","57500"
"excel","69105"
"sql","50400"
"python","50400"
"r","50400"
"spark","50400"
"excel","75000"
"tableau","75000"
"word","75000"
"powerpoint","75000"
"spss","75000"
"t-sql","58448"
"crystal","58448"
"c","58448"
"tableau","58448"
"power bi","58448"
"sas","47500"
"crystal","47500"
"tableau","47500"
"sas","47500"
"sql","95900"
"pyspark","95900"
"word","95900"
"spreadsheet","95900"
"python","75068"
"power bi","75068"
"sql","81350"
"sql","181000"
"python","181000"
"php","181000"
"perl","181000"
"tableau","181000"
"sql","110000"
"vba","70500"
"flow","70500"
"sql","67500"
"vba","67500"
"excel","67500"
"excel","74050"
"tableau","74050"
"word","74050"
"powerpoint","74050"
"outlook","74050"
"sql","97500"
"excel","97500"
"sql","69500"
"python","69500"
"power bi","69500"
"go","55000"
"excel","55000"
"spreadsheet","55000"
"excel","75068"
"word","75068"
"powerpoint","75068"
"outlook","75068"
"excel","77500"
"powerpoint","77500"
"sql","110500"
"excel","110500"
"power bi","95000"
"dax","95000"
"microstrategy","95000"
"vba","90000"
"excel","90000"
"sap","90000"
"jira","90000"
"sql","170000"
"tableau","170000"
"excel","104550"
"word","104550"
"powerpoint","104550"
"sql","80000"
"python","80000"
"c++","80000"
"matlab","80000"
"tableau","80000"
"sql","57500"
"python","57500"
"excel","57500"
"power bi","57500"
"spreadsheet","57500"
"python","55602"
"r","55602"
"sas","55602"
"excel","55602"
"tableau","55602"
"sas","55602"
"word","55602"
"powerpoint","55602"
"spss","55602"
"excel","100000"
"tableau","100000"
"power bi","100000"
"spss","100000"
"sheets","45750"
"sql","86500"
"python","86500"
"r","86500"
"sas","86500"
"javascript","86500"
"excel","86500"
"tableau","86500"
"power bi","86500"
"sas","86500"
"spss","86500"
"sql","110000"
"python","110000"
"azure","110000"
"aws","110000"
"gcp","110000"
"sql","62500"
"excel","62500"
"tableau","62500"
"power bi","62500"
"spss","62500"
"sql","80000"
"excel","80000"
"sql","60000"
"java","60000"
"javascript","60000"
"c#","60000"
"mysql","60000"
"sql server","60000"
"db2","60000"
"oracle","60000"
"react","60000"
"angular","60000"
"ssis","60000"
"ssrs","60000"
"sas","60000"
"windows","60000"
"sas","60000"
"spss","60000"
"sql","55000"
"excel","55000"
"flow","55000"
"sql","65000"
"python","65000"
"java","65000"
"visual basic","65000"
"excel","65000"
"sql","67000"
"python","67000"
"excel","67000"
"sql","85000"
"snowflake","85000"
"power bi","85000"
"dax","85000"
"excel","58000"
"express","53014"
"excel","53014"
"looker","53014"
"sheets","53014"
"sql","57500"
"sap","62500"
"sharepoint","62500"
"sql","222500"
"python","222500"
"r","222500"
"excel","75000"
"flow","75000"
"sql","107500"
"python","107500"
"excel","107500"
"python","105000"
"r","105000"
"spss","105000"
"sql","74050"
"python","74050"
"r","74050"
"excel","74050"
"sql","79200"
"tableau","79200"
"go","104300"
"excel","104300"
"tableau","104300"
"power bi","104300"
"sql","51014"
"python","51014"
"r","51014"
"spark","51014"
"excel","51014"
"tableau","51014"
"sql","115000"
"python","115000"
"sas","115000"
"oracle","115000"
"tableau","115000"
"sas","115000"
"alteryx","115000"
"sql","126452"
"python","126452"
"r","126452"
"sas","126452"
"tableau","126452"
"sas","126452"
"spss","126452"
"sql","89100"
"python","89100"
"databricks","89100"
"spark","89100"
"tableau","89100"
"flow","89100"
"sql","89100"
"python","89100"
"java","89100"
"azure","89100"
"aws","89100"
"git","89100"
"jenkins","89100"
"kubernetes","89100"
"docker","89100"
"github","89100"
"sql","115000"
"python","115000"
"r","115000"
"sas","115000"
"sas","115000"
"sql","124444"
"python","124444"
"r","124444"
"sas","124444"
